index,profil,challenge,photo1_id,photo2_id,winner_id,votes1,votes2,ratio1,ratio2
923,bruno,Built Among Nature,2391347ac1144948f582c9a69e44d811,00ffa6614320daf86f5179244b2bf2d3,59f4bfc18e4b5098370bb4106e3dc7ba,1640,557,1.5,1.5
931,bruno,Let’s Take a Selfie,06714817bd08a87d0ca4e57c8e6cef5b,6e4016aed0c18fe22d4fec6eecc1fa39,0a1acf363855ddd75aa54140542262f9,588,484,0.67,1.33
932,bruno,Let’s Take a Selfie,7cd3959aa7bb17b61610998ddb3684b6,7efc8a388d9aa20320ad2ae32780a78b,0a1acf363855ddd75aa54140542262f9,843,1011,1.33,1.5
933,bruno,Let’s Take a Selfie,1da224d2371d0cfeb063953aca3e1ded,7cd3959aa7bb17b61610998ddb3684b6,0a1acf363855ddd75aa54140542262f9,780,843,1.78,1.33
950,bruno,People and Architecture,7a2682408c6b4d599fb28beaabddc0b1,4a14f95402e429a79123e2c364462785,3f8e72f088bd4e361799119f3509a7e7,555,1268,0.73,1.5
951,bruno,People and Architecture,0d2f7658ace61d32894ea83b2b41dfb4,5a46ff1f41d9239cf8523c7b40e176dc,3f8e72f088bd4e361799119f3509a7e7,1015,1356,1.33,0.63
952,bruno,People and Architecture,0822f391f4716004ad5ee7681688ff87,0d2f7658ace61d32894ea83b2b41dfb4,3f8e72f088bd4e361799119f3509a7e7,734,1015,1.5,1.33
968,bruno,One Desolate Tree,1d5acc49662bd54cef3a7e674f1c715e,2609fc31d29bfab7b3adc956388565cc,07fcaae32bcce0099d1bb24e766e02ba,1761,1112,1.5,1.33
969,bruno,One Desolate Tree,2d0f6db6159b908020b2e2e95d206fcb,2be6cfb6fa71c289fecf3ac6ffd9c390,07fcaae32bcce0099d1bb24e766e02ba,1203,2014,1.57,1.5
970,bruno,One Desolate Tree,38028b2555a8847bfbdfd11e74be8924,21a1f727eb814a92061b647416df16e7,07fcaae32bcce0099d1bb24e766e02ba,1720,796,1.33,1.5
971,bruno,One Desolate Tree,1099df8105655f4931122b72a90ec136,21a1f727eb814a92061b647416df16e7,07fcaae32bcce0099d1bb24e766e02ba,1152,796,1.5,1.5
979,bruno,Finding Beauty In The Ugly,10fd8089debe2cdfce6f4434947d10b9,32ec2300a55880bb2d8214b15b307626,4282ccb588e74bef1f47b1599eda3489,1842,870,1.33,1.33
980,bruno,Finding Beauty In The Ugly,202aae328bb774f58f911dea346f8a50,5a54fcf81802d37b5472eecd34c96cb0,4282ccb588e74bef1f47b1599eda3489,1096,1219,1.33,1.5
981,bruno,Finding Beauty In The Ugly,202aae328bb774f58f911dea346f8a50,5f5c6f0b8f8d6189c7c91e81425018c7,4282ccb588e74bef1f47b1599eda3489,1096,1056,1.33,1.33
988,bruno,Captivating Cities,2bb0c3e8c1ba53cc03874c57af2d2474,00c94de5002c7f630e828bd393ddb1dd,4ecc790449b410516ca175a87ab6535b,1051,501,1.33,1.28
989,bruno,Captivating Cities,1f9387a79dabcb2e37ebb63eaf2cd72a,08c3f50234812112a8b5d61923b71189,4ecc790449b410516ca175a87ab6535b,1294,398,1.33,1.5
990,bruno,Captivating Cities,5fe749ed023e49572b10f84b2fc24ad8,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,593,1084,1.62,1.33
991,bruno,Captivating Cities,143cdea01244e32757f2fb8eb1005dd9,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,1237,1084,1.33,1.33
1000,bruno,Weddings,f7e0692584a58a08cb677a1f55e7872e,453bc6f0ef551c5ff04620adbdc582b6,ed2d8ad5034f40068b3c183d9922e256,1511,1513,1.5,0.67
1001,bruno,Weddings,f63222c55c5e0e783fdfd0787cc7f150,453bc6f0ef551c5ff04620adbdc582b6,ed2d8ad5034f40068b3c183d9922e256,1307,1513,1.33,0.67
1032,bruno,Captivating Cities,2bb0c3e8c1ba53cc03874c57af2d2474,00c94de5002c7f630e828bd393ddb1dd,4ecc790449b410516ca175a87ab6535b,1051,518,1.33,1.28
1033,bruno,Captivating Cities,1f9387a79dabcb2e37ebb63eaf2cd72a,08c3f50234812112a8b5d61923b71189,4ecc790449b410516ca175a87ab6535b,1331,398,1.33,1.5
1034,bruno,Captivating Cities,5fe749ed023e49572b10f84b2fc24ad8,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,593,1084,1.62,1.33
1035,bruno,Captivating Cities,143cdea01244e32757f2fb8eb1005dd9,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,1345,1084,1.33,1.33
1050,bruno,Captivating Cities,2bb0c3e8c1ba53cc03874c57af2d2474,00c94de5002c7f630e828bd393ddb1dd,4ecc790449b410516ca175a87ab6535b,1051,526,1.33,1.28
1051,bruno,Captivating Cities,1f9387a79dabcb2e37ebb63eaf2cd72a,08c3f50234812112a8b5d61923b71189,4ecc790449b410516ca175a87ab6535b,1331,421,1.33,1.5
1052,bruno,Captivating Cities,5fe749ed023e49572b10f84b2fc24ad8,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,593,1133,1.62,1.33
1053,bruno,Captivating Cities,143cdea01244e32757f2fb8eb1005dd9,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,1345,1133,1.33,1.33
1060,bruno,Captivating Cities,2bb0c3e8c1ba53cc03874c57af2d2474,00c94de5002c7f630e828bd393ddb1dd,4ecc790449b410516ca175a87ab6535b,1051,526,1.33,1.28
1061,bruno,Captivating Cities,1f9387a79dabcb2e37ebb63eaf2cd72a,08c3f50234812112a8b5d61923b71189,4ecc790449b410516ca175a87ab6535b,1331,421,1.33,1.5
1062,bruno,Captivating Cities,5fe749ed023e49572b10f84b2fc24ad8,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,593,1133,1.62,1.33
1063,bruno,Captivating Cities,143cdea01244e32757f2fb8eb1005dd9,29b5f2d78bfdb2d295b58488d722354c,4ecc790449b410516ca175a87ab6535b,1345,1133,1.33,1.33
1081,bruno,Screen Stars - Tropic Rush,0bca4dd58cc72263a1d8c8589d353723,0ddb29480e67655e22253154710228e0,28d0d3edec64232aa886da865a850407,219,164,1.5,1.5
1090,bruno,Sharp And Pointy,43bba9eb5eba5c9cc24508d8ca6efbd1,33b266a4ca04aa8404d45079c2fa6c4c,2741650ca9f1c9b6267337e0d551f350,385,314,1.5,1.33
1091,bruno,Sharp And Pointy,0c24d59b9e6ed1d1153950017601b329,33b266a4ca04aa8404d45079c2fa6c4c,2741650ca9f1c9b6267337e0d551f350,403,314,1.51,1.33
1099,bruno,Sharp And Pointy,433cc7e9fffa6edd7d46de1938eaf20e,2741650ca9f1c9b6267337e0d551f350,2d468160a98071891601bebe6f82ce0c,232,315,1.05,0.81
1100,bruno,Sharp And Pointy,43bba9eb5eba5c9cc24508d8ca6efbd1,33b266a4ca04aa8404d45079c2fa6c4c,2d468160a98071891601bebe6f82ce0c,385,314,1.5,1.33
1101,bruno,Sharp And Pointy,0c24d59b9e6ed1d1153950017601b329,33b266a4ca04aa8404d45079c2fa6c4c,2d468160a98071891601bebe6f82ce0c,403,314,1.51,1.33
1109,bruno,Photographer of the Week,2631388d1a389c602315400f3a78bbde,1cb3dc006db42313606db407ebce6b1c,2f4b2d0b2e9b1d670372e94c5b002e2e,241,257,1.33,1.48
1110,bruno,Photographer of the Week,15e833b8f5ffc681d361196eda2ba7a1,6033cfeadf146f3e675ed2330d6c4e39,2f4b2d0b2e9b1d670372e94c5b002e2e,321,232,1.5,1.5
1111,bruno,Photographer of the Week,036d8f742dd635d925a9f05080fd9bea,6033cfeadf146f3e675ed2330d6c4e39,2f4b2d0b2e9b1d670372e94c5b002e2e,237,232,1.78,1.5
1260,caloune,Being A Child,2d7c5b98769a360e73346e0d3d82fc04,2bf61d59b6098b9cedabf33c76bcfd9e,30d744429ef48d73e8df1d7db4be7c37,1654,729,1.43,1.4
1261,caloune,Being A Child,26d547133981b32189aa6575eee394ca,363869fd5a30168174ac157311a79470,30d744429ef48d73e8df1d7db4be7c37,1444,0,1.46,0.0
1262,caloune,Being A Child,18f2f1c7aacb91bf4e882f05cad668be,363869fd5a30168174ac157311a79470,30d744429ef48d73e8df1d7db4be7c37,1393,0,1.33,0.0
1303,caloune,One Desolate Tree,20b56b26dfe3dab24cedcb02a03782ad,2be6cfb6fa71c289fecf3ac6ffd9c390,2609fc31d29bfab7b3adc956388565cc,1026,1963,1.33,1.5
1304,caloune,One Desolate Tree,321f54d6e0073fbd802a83bf168f28dc,1e625ab038d7cae56c09f998db5454d6,2609fc31d29bfab7b3adc956388565cc,933,981,1.33,1.5
1305,caloune,One Desolate Tree,3d0aa38fda68644631ddacb6b60c3a67,132c30cf9734dd7e9f0706f1c11b6cde,2609fc31d29bfab7b3adc956388565cc,1499,1045,0.75,0.75
1306,caloune,One Desolate Tree,132c30cf9734dd7e9f0706f1c11b6cde,2db20e3f48fb3662794402c674f2832c,2609fc31d29bfab7b3adc956388565cc,1045,1514,0.75,1.5
1313,caloune,Beautiful B&W,116bdd67dedd054cda47fdfc314eb4cf,0ba41ab16786027dbb322fc3f44f2072,1e95fff8ef9c23f61c68fc042c647cf7,345,445,1.5,1.5
1314,caloune,Beautiful B&W,10c48ffd4d7c2c451f6341cb1de97a27,338afb774a600c1abb977ea74e67b870,1e95fff8ef9c23f61c68fc042c647cf7,0,941,0.0,1.5
1315,caloune,Beautiful B&W,392f7f3ab5c0b90b59ec4d2f7634dbbc,2254b646ca4537b747fb6410a5bee123,1e95fff8ef9c23f61c68fc042c647cf7,0,422,0.0,1.51
1316,caloune,Beautiful B&W,392f7f3ab5c0b90b59ec4d2f7634dbbc,070c61c618e0b6051fd37add67f2e8d1,1e95fff8ef9c23f61c68fc042c647cf7,0,927,0.0,1.33
1334,caloune,Captivating Cities,3b6bffb4efeb22a3528ebabaabc75417,098bad3d6fde54b99d8bfd802f23acb1,1dbaa81091493a001261754686d51539,1122,1158,1.5,1.35
1335,caloune,Captivating Cities,098bad3d6fde54b99d8bfd802f23acb1,2621db4c8b0caccf4d7c1e66e60ba448,1dbaa81091493a001261754686d51539,1158,1674,1.35,1.5
